"date_time","Temp_C","DO_mgL"
"2023-06-29 15:15:00",18.445,8.89
"2023-06-29 15:20:00",18.47,8.886
"2023-06-29 15:25:00",18.495,8.871
"2023-06-29 15:30:00",18.529,8.862
"2023-06-29 15:35:00",18.537,8.862
"2023-06-29 15:40:00",18.579,8.83
"2023-06-29 15:45:00",18.596,8.842
"2023-06-29 15:50:00",18.638,8.83
"2023-06-29 15:55:00",18.655,8.805
"2023-06-29 16:00:00",18.688,8.792
"2023-06-29 16:05:00",18.714,8.775
"2023-06-29 16:10:00",18.739,8.787
"2023-06-29 16:15:00",18.781,8.771
"2023-06-29 16:20:00",18.798,8.771
"2023-06-29 16:25:00",18.823,8.747
"2023-06-29 16:30:00",18.856,8.741
"2023-06-29 16:35:00",18.882,8.734
"2023-06-29 16:40:00",18.89,8.721
"2023-06-29 16:45:00",18.923,8.695
"2023-06-29 16:50:00",18.932,8.697
"2023-06-29 16:55:00",18.965,8.688
"2023-06-29 17:00:00",18.982,8.668
"2023-06-29 17:05:00",18.982,8.675
"2023-06-29 17:10:00",19.007,8.658
"2023-06-29 17:15:00",19.016,8.665
"2023-06-29 17:20:00",19.033,8.639
"2023-06-29 17:25:00",19.058,8.624
"2023-06-29 17:30:00",19.041,8.621
"2023-06-29 17:35:00",19.083,8.601
"2023-06-29 17:40:00",19.091,8.594
"2023-06-29 17:45:00",19.1,8.581
"2023-06-29 17:50:00",19.083,8.574
"2023-06-29 17:55:00",19.108,8.532
"2023-06-29 18:00:00",19.1,8.532
"2023-06-29 18:05:00",19.117,8.544
"2023-06-29 18:10:00",19.091,8.533
"2023-06-29 18:15:00",19.108,8.503
"2023-06-29 18:20:00",19.108,8.518
"2023-06-29 18:25:00",19.091,8.51
"2023-06-29 18:30:00",19.083,8.487
"2023-06-29 18:35:00",19.083,8.48
"2023-06-29 18:40:00",19.066,8.462
"2023-06-29 18:45:00",19.066,8.453
"2023-06-29 18:50:00",19.058,8.426
"2023-06-29 18:55:00",19.058,8.421
"2023-06-29 19:00:00",19.033,8.409
"2023-06-29 19:05:00",18.999,8.412
"2023-06-29 19:10:00",18.999,8.388
"2023-06-29 19:15:00",18.982,8.363
"2023-06-29 19:20:00",18.957,8.361
"2023-06-29 19:25:00",18.957,8.331
"2023-06-29 19:30:00",18.923,8.341
"2023-06-29 19:35:00",18.923,8.317
"2023-06-29 19:40:00",18.898,8.327
"2023-06-29 19:45:00",18.873,8.307
"2023-06-29 19:50:00",18.882,8.289
"2023-06-29 19:55:00",18.856,8.291
"2023-06-29 20:00:00",18.831,8.285
"2023-06-29 20:05:00",18.848,8.271
"2023-06-29 20:10:00",18.823,8.256
"2023-06-29 20:15:00",18.789,8.264
"2023-06-29 20:20:00",18.798,8.222
"2023-06-29 20:25:00",18.772,8.233
"2023-06-29 20:30:00",18.739,8.243
"2023-06-29 20:35:00",18.756,8.219
"2023-06-29 20:40:00",18.73,8.222
"2023-06-29 20:45:00",18.705,8.206
"2023-06-29 20:50:00",18.688,8.21
"2023-06-29 20:55:00",18.672,8.188
"2023-06-29 21:00:00",18.655,8.191
"2023-06-29 21:05:00",18.646,8.192
"2023-06-29 21:10:00",18.629,8.193
"2023-06-29 21:15:00",18.621,8.166
"2023-06-29 21:20:00",18.604,8.178
"2023-06-29 21:25:00",18.587,8.161
"2023-06-29 21:30:00",18.579,8.188
"2023-06-29 21:35:00",18.587,8.149
"2023-06-29 21:40:00",18.562,8.152
"2023-06-29 21:45:00",18.562,8.151
"2023-06-29 21:50:00",18.554,8.136
"2023-06-29 21:55:00",18.562,8.139
"2023-06-29 22:00:00",18.537,8.148
"2023-06-29 22:05:00",18.52,8.137
"2023-06-29 22:10:00",18.537,8.141
"2023-06-29 22:15:00",18.537,8.148
"2023-06-29 22:20:00",18.545,8.14
"2023-06-29 22:25:00",18.537,8.116
"2023-06-29 22:30:00",18.554,8.134
"2023-06-29 22:35:00",18.529,8.119
"2023-06-29 22:40:00",18.529,8.122
"2023-06-29 22:45:00",18.537,8.12
"2023-06-29 22:50:00",18.537,8.128
"2023-06-29 22:55:00",18.545,8.129
"2023-06-29 23:00:00",18.545,8.136
"2023-06-29 23:05:00",18.545,8.128
"2023-06-29 23:10:00",18.554,8.115
"2023-06-29 23:15:00",18.554,8.101
"2023-06-29 23:20:00",18.537,8.115
"2023-06-29 23:25:00",18.545,8.108
"2023-06-29 23:30:00",18.554,8.114
"2023-06-29 23:35:00",18.562,8.128
"2023-06-29 23:40:00",18.562,8.12
"2023-06-29 23:45:00",18.537,8.122
"2023-06-29 23:50:00",18.562,8.102
"2023-06-29 23:55:00",18.562,8.123
"2023-06-30 00:00:00",18.562,8.1
"2023-06-30 00:05:00",18.554,8.111
"2023-06-30 00:10:00",18.554,8.104
"2023-06-30 00:15:00",18.554,8.122
